"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411181,"Laboratório de Programação II",4,8
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,9.7
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1109103,"Cálculo Diferencial e Integral I",4,8.4
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411167,"Programação I",4,7
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411174,"Introdução à Computação",4,9.6
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411180,"Laboratório de Programação I",4,7.3
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1307151,"Leitura e Produção de Textos",4,9.2
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1108089,"Fundamentos de Física Clássica",4,7.2
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.4
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1109113,"Matemática Discreta",4,7.9
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411168,"Programação II",4,7.2
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411181,"Laboratório de Programação II",4,7.6
"4eae8ee1a32ee4ab9af76328273ab06e",2016,1,1411170,"Teoria dos Grafos",2,5.6
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.8
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411167,"Programação I",4,6.2
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1307151,"Leitura e Produção de Textos",4,7.2
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411180,"Laboratório de Programação I",4,5.5
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411174,"Introdução à Computação",4,8.1
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411181,"Laboratório de Programação II",4,7
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411170,"Teoria dos Grafos",2,5.1
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1411168,"Programação II",4,6.4
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1109113,"Matemática Discreta",4,7
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1109103,"Cálculo Diferencial e Integral I",4,8.7
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1108089,"Fundamentos de Física Clássica",4,7
"b0e7cfea2fcfae6fab65694715091f14",2015,1,1109053,"Cálculo Diferencial e Integral II",4,6.4
"b311f4f026810a7942bc94c184425cb1",2016,1,1109113,"Matemática Discreta",4,7
"b311f4f026810a7942bc94c184425cb1",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.2
"b311f4f026810a7942bc94c184425cb1",2016,1,1108089,"Fundamentos de Física Clássica",4,5
"b311f4f026810a7942bc94c184425cb1",2016,1,1411167,"Programação I",4,7
"b311f4f026810a7942bc94c184425cb1",2016,1,1411174,"Introdução à Computação",4,8.5
"b311f4f026810a7942bc94c184425cb1",2016,1,1411180,"Laboratório de Programação I",4,8
"b311f4f026810a7942bc94c184425cb1",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7
"b311f4f026810a7942bc94c184425cb1",2016,1,1411170,"Teoria dos Grafos",2,7.9
"b311f4f026810a7942bc94c184425cb1",2016,1,1411181,"Laboratório de Programação II",4,8.7
"b311f4f026810a7942bc94c184425cb1",2016,1,1411168,"Programação II",4,8.4
"b311f4f026810a7942bc94c184425cb1",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.2
"b311f4f026810a7942bc94c184425cb1",2016,1,1307151,"Leitura e Produção de Textos",4,9.7
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.6
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109103,"Cálculo Diferencial e Integral I",4,1
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411167,"Programação I",4,6.8
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411180,"Laboratório de Programação I",4,6.8
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1307151,"Leitura e Produção de Textos",4,8
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411174,"Introdução à Computação",4,7.1
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411168,"Programação II",4,7.1
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411170,"Teoria dos Grafos",2,7.3
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1411181,"Laboratório de Programação II",4,7
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109053,"Cálculo Diferencial e Integral II",4,1.7
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109113,"Matemática Discreta",4,7.3
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1108089,"Fundamentos de Física Clássica",4,7.5
"c7ffcfdf98eb2afc7eac37547cecc373",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.4
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.9
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.5
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411167,"Programação I",4,7
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1307151,"Leitura e Produção de Textos",4,7.3
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411180,"Laboratório de Programação I",4,7.4
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411174,"Introdução à Computação",4,9.1
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1108089,"Fundamentos de Física Clássica",4,8.4
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411181,"Laboratório de Programação II",4,8.8
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1109113,"Matemática Discreta",4,7.6
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411168,"Programação II",4,9.4
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1411170,"Teoria dos Grafos",2,5.2
"107f352e7c2d881c0f5f72a4584cd8fd",2015,1,1109053,"Cálculo Diferencial e Integral II",4,7
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411174,"Introdução à Computação",4,5.3
"f27228cf155b3759e286a3ace2ccde47",2015,2,1307151,"Leitura e Produção de Textos",4,5.6
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411180,"Laboratório de Programação I",4,7.8
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411167,"Programação I",4,5.7
"f27228cf155b3759e286a3ace2ccde47",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.1
"f27228cf155b3759e286a3ace2ccde47",2015,2,1109113,"Matemática Discreta",4,7
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411181,"Laboratório de Programação II",4,7
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411168,"Programação II",4,6.5
"f27228cf155b3759e286a3ace2ccde47",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5.2
"f27228cf155b3759e286a3ace2ccde47",2015,2,1411170,"Teoria dos Grafos",2,9
"f27228cf155b3759e286a3ace2ccde47",2015,2,1109053,"Cálculo Diferencial e Integral II",4,6.9
"f27228cf155b3759e286a3ace2ccde47",2015,2,1108089,"Fundamentos de Física Clássica",4,0.5
"f27228cf155b3759e286a3ace2ccde47",2015,2,1108089,"Fundamentos de Física Clássica",4,3
"f27228cf155b3759e286a3ace2ccde47",2015,2,1108089,"Fundamentos de Física Clássica",4,6.1
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.6
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.7
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411167,"Programação I",4,6.4
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411174,"Introdução à Computação",4,8.7
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411180,"Laboratório de Programação I",4,6.5
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1307151,"Leitura e Produção de Textos",4,9.5
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1108089,"Fundamentos de Física Clássica",4,7
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1109113,"Matemática Discreta",4,7.5
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411168,"Programação II",4,7.8
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411170,"Teoria dos Grafos",2,5.5
"3bdf46ba6d9f3c6ba576fa19b8db362e",2016,1,1411181,"Laboratório de Programação II",4,8.4
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.6
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.2
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411167,"Programação I",4,7.4
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411174,"Introdução à Computação",4,8.1
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411180,"Laboratório de Programação I",4,7.5
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1307151,"Leitura e Produção de Textos",4,8.2
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411181,"Laboratório de Programação II",4,8.3
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1108089,"Fundamentos de Física Clássica",4,6.3
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1109053,"Cálculo Diferencial e Integral II",4,3.1
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1109113,"Matemática Discreta",4,6.3
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411168,"Programação II",4,7.9
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1411170,"Teoria dos Grafos",2,9.7
"b78c6732f74f2bfda4cddda971d7cc68",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.8
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,NA
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1109103,"Cálculo Diferencial e Integral I",4,NA
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411174,"Introdução à Computação",4,8.1
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411167,"Programação I",4,5.5
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1307151,"Leitura e Produção de Textos",4,7.2
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411180,"Laboratório de Programação I",4,7
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1108089,"Fundamentos de Física Clássica",4,7.5
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.2
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411168,"Programação II",4,7.9
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411170,"Teoria dos Grafos",2,5.8
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1109113,"Matemática Discreta",4,7.6
"16b22ec84f789f2e36ab464d74dab33e",2016,1,1411181,"Laboratório de Programação II",4,8.2
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1109103,"Cálculo Diferencial e Integral I",4,NA
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,NA
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1109053,"Cálculo Diferencial e Integral II",4,NA
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1109113,"Matemática Discreta",4,10
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411168,"Programação II",4,8.9
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411170,"Teoria dos Grafos",2,10
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411181,"Laboratório de Programação II",4,9.1
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411167,"Programação I",4,9.1
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411180,"Laboratório de Programação I",4,9.1
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1411174,"Introdução à Computação",4,NA
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1108089,"Fundamentos de Física Clássica",4,9.7
"7c89d3998a1ba786f965619132d0dd3d",2015,2,1307151,"Leitura e Produção de Textos",4,10
"48ba8606b2b4fce750da5d4629271664",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.1
"48ba8606b2b4fce750da5d4629271664",2015,2,1109103,"Cálculo Diferencial e Integral I",4,7
"48ba8606b2b4fce750da5d4629271664",2015,2,1411167,"Programação I",4,5.3
"48ba8606b2b4fce750da5d4629271664",2015,2,1307151,"Leitura e Produção de Textos",4,7
"48ba8606b2b4fce750da5d4629271664",2015,2,1411174,"Introdução à Computação",4,5.7
"48ba8606b2b4fce750da5d4629271664",2015,2,1108089,"Fundamentos de Física Clássica",4,5
"48ba8606b2b4fce750da5d4629271664",2015,2,1411180,"Laboratório de Programação I",4,5
"48ba8606b2b4fce750da5d4629271664",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5
"48ba8606b2b4fce750da5d4629271664",2015,2,1411181,"Laboratório de Programação II",4,5
"48ba8606b2b4fce750da5d4629271664",2015,2,1109113,"Matemática Discreta",4,6.2
"48ba8606b2b4fce750da5d4629271664",2015,2,1411170,"Teoria dos Grafos",2,5.3
"48ba8606b2b4fce750da5d4629271664",2015,2,1411168,"Programação II",4,5.7
"51ff9443d0231e8bf51624e75027ac68",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.1
"51ff9443d0231e8bf51624e75027ac68",2015,1,1307151,"Leitura e Produção de Textos",4,8.4
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411174,"Introdução à Computação",4,5.1
"51ff9443d0231e8bf51624e75027ac68",2015,1,1109103,"Cálculo Diferencial e Integral I",4,6.4
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411180,"Laboratório de Programação I",4,6.4
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411167,"Programação I",4,7.1
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411168,"Programação II",4,5
"51ff9443d0231e8bf51624e75027ac68",2015,1,1108089,"Fundamentos de Física Clássica",4,8.7
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411181,"Laboratório de Programação II",4,7
"51ff9443d0231e8bf51624e75027ac68",2015,1,1109113,"Matemática Discreta",4,7.1
"51ff9443d0231e8bf51624e75027ac68",2015,1,1411170,"Teoria dos Grafos",2,5
"51ff9443d0231e8bf51624e75027ac68",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.1
"3a50ebb85c973ce35d35dad978a18980",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.1
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411167,"Programação I",4,5.4
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411180,"Laboratório de Programação I",4,5.3
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411174,"Introdução à Computação",4,7
"3a50ebb85c973ce35d35dad978a18980",2016,1,1307151,"Leitura e Produção de Textos",4,7
"3a50ebb85c973ce35d35dad978a18980",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5.5
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411181,"Laboratório de Programação II",4,7.5
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411170,"Teoria dos Grafos",2,7.1
"3a50ebb85c973ce35d35dad978a18980",2016,1,1411168,"Programação II",4,5.3
"3a50ebb85c973ce35d35dad978a18980",2016,1,1108089,"Fundamentos de Física Clássica",4,7.6
"3a50ebb85c973ce35d35dad978a18980",2016,1,1109113,"Matemática Discreta",4,7.3
"3a50ebb85c973ce35d35dad978a18980",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1307151,"Leitura e Produção de Textos",4,5.6
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411167,"Programação I",4,7.4
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411180,"Laboratório de Programação I",4,7.9
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411174,"Introdução à Computação",4,6.5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411181,"Laboratório de Programação II",4,5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411168,"Programação II",4,5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.2
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1108089,"Fundamentos de Física Clássica",4,7.5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1109113,"Matemática Discreta",4,8.4
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1411170,"Teoria dos Grafos",2,5
"a2b44f1051506706923a6d2d2fd97cf9",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5
"9169b70015df17b022f378de87c07ef2",2015,1,1411167,"Programação I",4,7.9
"9169b70015df17b022f378de87c07ef2",2015,1,1411174,"Introdução à Computação",4,7.3
"9169b70015df17b022f378de87c07ef2",2015,1,1307151,"Leitura e Produção de Textos",4,7
"9169b70015df17b022f378de87c07ef2",2015,1,1411180,"Laboratório de Programação I",4,8.1
"9169b70015df17b022f378de87c07ef2",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7
"9169b70015df17b022f378de87c07ef2",2015,1,1109113,"Matemática Discreta",4,7.6
"9169b70015df17b022f378de87c07ef2",2015,1,1411168,"Programação II",4,7.1
"9169b70015df17b022f378de87c07ef2",2015,1,1411181,"Laboratório de Programação II",4,8
"9169b70015df17b022f378de87c07ef2",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5
"9169b70015df17b022f378de87c07ef2",2015,1,1108089,"Fundamentos de Física Clássica",4,5.7
"9169b70015df17b022f378de87c07ef2",2015,1,1411170,"Teoria dos Grafos",2,9.4
"9169b70015df17b022f378de87c07ef2",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.1
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.9
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.1
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.4
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1109113,"Matemática Discreta",4,5.6
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411167,"Programação I",4,7.5
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411174,"Introdução à Computação",4,7.5
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411180,"Laboratório de Programação I",4,7.5
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1307151,"Leitura e Produção de Textos",4,8.2
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1108089,"Fundamentos de Física Clássica",4,7.8
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411168,"Programação II",4,7.4
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411170,"Teoria dos Grafos",2,9.4
"b29b97edae5f114bd702672d1cbe23ed",2016,1,1411181,"Laboratório de Programação II",4,7.2
"d72a91442eabeb8419bd11d6aee05230",2015,1,1307151,"Leitura e Produção de Textos",4,7
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411174,"Introdução à Computação",4,7.7
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411180,"Laboratório de Programação I",4,8.4
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411167,"Programação I",4,7.5
"d72a91442eabeb8419bd11d6aee05230",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.5
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411181,"Laboratório de Programação II",4,8.7
"d72a91442eabeb8419bd11d6aee05230",2015,1,1109103,"Cálculo Diferencial e Integral I",4,NA
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411168,"Programação II",4,8.3
"d72a91442eabeb8419bd11d6aee05230",2015,1,1109113,"Matemática Discreta",4,7
"d72a91442eabeb8419bd11d6aee05230",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5
"d72a91442eabeb8419bd11d6aee05230",2015,1,1411170,"Teoria dos Grafos",2,7.6
"d72a91442eabeb8419bd11d6aee05230",2015,1,1108089,"Fundamentos de Física Clássica",4,6.1
"51822c5225dddfcb7062b61b57e73727",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.2
"51822c5225dddfcb7062b61b57e73727",2015,1,1411174,"Introdução à Computação",4,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1307151,"Leitura e Produção de Textos",4,8.1
"51822c5225dddfcb7062b61b57e73727",2015,1,1411167,"Programação I",4,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1411180,"Laboratório de Programação I",4,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1109113,"Matemática Discreta",4,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1411168,"Programação II",4,5.2
"51822c5225dddfcb7062b61b57e73727",2015,1,1411181,"Laboratório de Programação II",4,7.3
"51822c5225dddfcb7062b61b57e73727",2015,1,1108089,"Fundamentos de Física Clássica",4,8.2
"51822c5225dddfcb7062b61b57e73727",2015,1,1411170,"Teoria dos Grafos",2,5
"51822c5225dddfcb7062b61b57e73727",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5
"7b054959f8ce20f281f4b498760460ce",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.7
"7b054959f8ce20f281f4b498760460ce",2016,1,1307151,"Leitura e Produção de Textos",4,7
"7b054959f8ce20f281f4b498760460ce",2016,1,1411174,"Introdução à Computação",4,7
"7b054959f8ce20f281f4b498760460ce",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5
"7b054959f8ce20f281f4b498760460ce",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5
"7b054959f8ce20f281f4b498760460ce",2016,1,1108089,"Fundamentos de Física Clássica",4,7.6
"7b054959f8ce20f281f4b498760460ce",2016,1,1411180,"Laboratório de Programação I",4,9.1
"7b054959f8ce20f281f4b498760460ce",2016,1,1411167,"Programação I",4,8.7
"7b054959f8ce20f281f4b498760460ce",2016,1,1411181,"Laboratório de Programação II",4,5
"7b054959f8ce20f281f4b498760460ce",2016,1,1109113,"Matemática Discreta",4,7
"7b054959f8ce20f281f4b498760460ce",2016,1,1411168,"Programação II",4,7.5
"7b054959f8ce20f281f4b498760460ce",2016,1,1411170,"Teoria dos Grafos",2,7.3
"f1ba14a970970db43ac5c455e5909a91",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.8
"f1ba14a970970db43ac5c455e5909a91",2016,1,1109103,"Cálculo Diferencial e Integral I",4,8.4
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411174,"Introdução à Computação",4,10
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411167,"Programação I",4,9
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411180,"Laboratório de Programação I",4,9.3
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411181,"Laboratório de Programação II",4,7.8
"f1ba14a970970db43ac5c455e5909a91",2016,1,1108089,"Fundamentos de Física Clássica",4,8
"f1ba14a970970db43ac5c455e5909a91",2016,1,1109053,"Cálculo Diferencial e Integral II",4,8
"f1ba14a970970db43ac5c455e5909a91",2016,1,1109113,"Matemática Discreta",4,8.9
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411170,"Teoria dos Grafos",2,8.5
"f1ba14a970970db43ac5c455e5909a91",2016,1,1411168,"Programação II",4,8.8
"f1ba14a970970db43ac5c455e5909a91",2016,1,1307151,"Leitura e Produção de Textos",4,8.8
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411167,"Programação I",4,9
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411174,"Introdução à Computação",4,7
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411180,"Laboratório de Programação I",4,8.7
"f0884b4111615158e6ec0102900cc9a4",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.2
"f0884b4111615158e6ec0102900cc9a4",2015,1,1109103,"Cálculo Diferencial e Integral I",4,7.7
"f0884b4111615158e6ec0102900cc9a4",2015,1,1109053,"Cálculo Diferencial e Integral II",4,7.2
"f0884b4111615158e6ec0102900cc9a4",2015,1,1108089,"Fundamentos de Física Clássica",4,7.2
"f0884b4111615158e6ec0102900cc9a4",2015,1,1109113,"Matemática Discreta",4,7
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411168,"Programação II",4,7.3
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411170,"Teoria dos Grafos",2,8.3
"f0884b4111615158e6ec0102900cc9a4",2015,1,1411181,"Laboratório de Programação II",4,6.5
"f0884b4111615158e6ec0102900cc9a4",2015,1,1307151,"Leitura e Produção de Textos",4,9.2
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1307151,"Leitura e Produção de Textos",4,7
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411167,"Programação I",4,7.7
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411174,"Introdução à Computação",4,8.6
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411180,"Laboratório de Programação I",4,5
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.4
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411168,"Programação II",4,7.4
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411170,"Teoria dos Grafos",2,5.1
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1411181,"Laboratório de Programação II",4,8
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1109113,"Matemática Discreta",4,6.4
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.6
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1108089,"Fundamentos de Física Clássica",4,7
"44faa00ceb1c6acb8b2e8c16073503f3",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.9
"cebd0b2061d64939380dcc2df284606f",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.2
"cebd0b2061d64939380dcc2df284606f",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5
"cebd0b2061d64939380dcc2df284606f",2015,2,1411167,"Programação I",4,7
"cebd0b2061d64939380dcc2df284606f",2015,2,1411180,"Laboratório de Programação I",4,7.4
"cebd0b2061d64939380dcc2df284606f",2015,2,1411174,"Introdução à Computação",4,8
"cebd0b2061d64939380dcc2df284606f",2015,2,1307151,"Leitura e Produção de Textos",4,7.1
"cebd0b2061d64939380dcc2df284606f",2015,2,1411170,"Teoria dos Grafos",2,7.8
"cebd0b2061d64939380dcc2df284606f",2015,2,1411181,"Laboratório de Programação II",4,9.1
